timestamp,latitude,longitude,agency,complaint_type,descriptor,location_type,borough
1711219225,40.794656,-73.852753,DOB,Sidewalk Condition,Slow Leak,Commercial Building,STATEN ISLAND
1695388562,40.601366,-73.895132,DCWP,Consumer Complaint,Hydrant Running (Wc3),Mixed Use,QUEENS
1677999366,40.857913,-73.858021,NYPD,Root/Sewer/Sidewalk Condition,Ped Multiple Lamps,Subway,MANHATTAN
1700165127,40.813375,-74.005192,DPR,Noise - Residential,Traffic Signal Light,Alley,STATEN ISLAND
1723666980,40.739193,-73.816932,DOB,Street Condition,Noise,Apartment,BROOKLYN
1730915673,40.74116,-73.90988,DOE,Traffic Signal Condition,Street Light Lamp Missing,Mobile Food Vendor,STATEN ISLAND
1681613448,40.795791,-74.214446,NYPD,Non-Residential Heat,Inappropriate Behavior,Residential Building/House,BROOKLYN
1687961177,40.900199,-74.067296,NYC311-PRD,Asbestos,Broken Sidewalk,UNKNOWN,MANHATTAN
1703461306,40.589781,-73.981921,DOT,Cannabis Retailer,No Certificate Of Occupancy/Illegal/Contrary To Co,Common Area,STATEN ISLAND
1733972064,40.828414,-74.04151,TLC,Homeless Person Assistance,Grass/Weeds,Street/Sidewalk,STATEN ISLAND
1731461306,40.707255,-73.994378,DEP,Special Projects Inspection Team (Spit),Pedestrian Signal,Street/Curbside,Unspecified
1714939372,40.564554,-73.774176,DHS,Air Quality,Basin/Sink,Street/Curbside,Unspecified
1715821293,40.551797,-73.816053,DEP,Street Sign - Missing,Fire Escape,Commercial Building,STATEN ISLAND
1727376956,40.671276,-74.021081,DCWP,Illegal Tree Damage,Defacement,Mobile Food Vendor,BRONX
1694145604,40.705146,-73.927605,DEP,Electrical,Signs Of Rodents,3+ Family Apt. Building,STATEN ISLAND
1719477408,40.666966,-74.196015,NYPD,Unleashed Dog,Trash Or Recycling,1-2 Family Dwelling,Unspecified
1706858826,40.503327,-73.857755,NYC311-PRD,Homeless Person Assistance,Raccoon,School,BROOKLYN
1690863023,40.565783,-74.154027,TLC,Sewer,Street Not Swept,Lobby,Unspecified
1719006276,40.747428,-74.033257,DOHMH,Special Projects Inspection Team (Spit),Tortured,Business,STATEN ISLAND
1692508114,40.842767,-74.140894,DCWP,Heat/Hot Water,Catch Basin Clogged/Flooding (Use Comments) (Sc),Restaurant/Bar/Deli/Bakery,BRONX
1711896719,40.695194,-73.841382,DEP,Dead Animal,Time Switch,Curb,MANHATTAN
1686351610,40.818725,-74.120741,DOB,Litter Basket Complaint,Paper License Plates,Park/Playground,Unspecified
1702580119,40.785535,-73.976262,DOB,Electrical,Veh Signal Lamp,Business,QUEENS
1726180328,40.84985,-74.065856,TLC,Mold,Illegal Hotel Rooms In Residential Building,3+ Family Mixed Use Building,BROOKLYN
1717217920,40.529232,-74.085244,NYC311-PRD,Overgrown Tree/Branches,Noise: Private Carting Noise (Nq1),Taxi,BRONX
1689780121,40.500424,-73.748146,DEP,Residential Disposal Complaint,Trunk Damaged,Yard,BROOKLYN
1730762877,40.714202,-73.724436,DOT,Bike/Roller/Skate Chronic,Tow Truck Company,Street/Sidewalk,STATEN ISLAND
1674913472,40.702175,-74.10469,DOT,Illegal Tree Damage,Unsafe Use Of Playground,Residential,STATEN ISLAND
1723749604,40.708965,-73.882322,DPR,Consumer Complaint,Water Meter Broken/Leaking - Other (Cmo),Apartment,QUEENS
1680582599,40.815293,-74.156347,OOS,Drug Activity,Lights From Parking Lot Shining On Building,Private School,QUEENS
1706133964,40.775702,-74.115261,NYPD,Asbestos,Driver Complaint - Passenger,Club/Bar/Restaurant,MANHATTAN
1723361913,40.582835,-73.738371,TLC,Outdoor Dining,Loud Talking,Club/Bar/Restaurant,MANHATTAN
1694421639,40.723448,-73.849794,DOT,New Tree Request,Door Frame,Mobile Food Vendor,Unspecified
1673255185,40.69931,-73.94187,DEP,Street Sign - Missing,Bin Not Used,Sidewalk,BROOKLYN
1707619749,40.789201,-73.891148,DOE,Urinating In Public,Overnight Commercial Storage,Private School,MANHATTAN
1721271727,40.674384,-73.876864,DEP,Dead Animal,Trees And Sidewalks Program,Private School,BRONX
1690018180,40.755945,-73.898544,HPD,Dirty Condition,Toilet,Public/Unfenced Area,Unspecified
1735097049,40.599345,-73.825985,DOT,Day Care,Non-Chronic,OTHER,QUEENS
1719393585,40.625208,-74.127369,TLC,Taxi Complaint,"Barber Shop, Beauty Salon, Or Nail Salon",Subway,MANHATTAN
1676819541,40.76441,-73.789738,DOT,Indoor Air Quality,Driver Complaint - Passenger,3+ Family Apartment Building,BRONX
1716300530,40.665424,-74.035462,NYPD,Bus Stop Shelter Complaint,Bike Signal,Park,Unspecified
1677731378,40.663313,-74.218932,DSNY,Missed Collection,Waste Left In Front Of Other Residence,3+ Family Mixed Use Building,MANHATTAN
1728872047,40.881989,-74.190548,DOB,Street Sign - Dangling,Time Switch,Park/Playground,BROOKLYN
1731178521,40.891519,-73.848791,NYPD,Residential Disposal Complaint,Trash Or Recycling,Yard,BROOKLYN
1713106578,40.674559,-73.737945,DPR,Residential Disposal Complaint,Culvert Blocked/Needs Cleaning (Se),Taxi,MANHATTAN
1711522333,40.814706,-74.034088,DPR,Mobile Food Vendor,Underage - Licensed Est,3+ Family Mixed Use Building,MANHATTAN
1696744767,40.625244,-73.924002,NYPD,Traffic,Banging/Pounding,School,BRONX
1684772872,40.791226,-73.744037,DOT,Panhandling,Wireless,Taxi,BRONX
1694403741,40.622825,-73.947999,TLC,Mold,Advertising Sign/Billboard/Posters/Flexible Fabric - Illegal,3+ Family Mixed Use Building,Unspecified
1681091654,40.74103,-74.13071,NYPD,Violation Of Park Rules,Car Wash,Curb,BROOKLYN
1698795133,40.713912,-74.14273,TLC,Elevator,"Noise, Other Animals (Nr6)",3+ Family Apartment Building,BROOKLYN
1676866887,40.60488,-73.833185,TLC,Noise - Street/Sidewalk,Graffiti,Alley,MANHATTAN
1706084987,40.702452,-73.868746,NYPD,Panhandling,Blocked Sidewalk,Store/Commercial,MANHATTAN
1684144379,40.794162,-73.894619,DEP,Street Light Condition,Smoke Detector,Park,QUEENS
1723074677,40.535689,-74.010347,DOHMH,Hazardous Materials,Sewage Leak,Taxi,BROOKLYN
1682960370,40.592448,-74.047269,DHS,Smoking Or Vaping,Rodents/Insects/Garbage,Mobile Food Vendor,STATEN ISLAND
1705449064,40.780636,-73.771705,DOT,Dead/Dying Tree,Abandoned Bike,Club/Bar/Restaurant,BROOKLYN
1709253586,40.826866,-73.857576,HPD,Drinking,Elevator - Single Device On Property/No Alternate Service,Park,BROOKLYN
1709000577,40.858622,-73.960065,DPR,Broken Parking Meter,Loud Television,Common Area,MANHATTAN
1726426229,40.880289,-73.893095,DOE,New Tree Request,Cons - Contrary/Beyond Approved Plans/Permits,Residential,STATEN ISLAND
1717122152,40.630117,-73.844364,DOE,Indoor Sewage,Food Worker Hygiene,Park/Playground,MANHATTAN
1674819391,40.691038,-74.16701,DSNY,Electric,Cable,1-2 Family Dwelling,BRONX
1709501221,40.89866,-73.850714,DCWP,Noise - Residential,Rodents/Insects/Garbage,3+ Family Mixed Use Building,STATEN ISLAND
1704773740,40.632759,-73.842981,TLC,Heat/Hot Water,Water Meter Broken/Leaking - Private Residence (Cmr),3+ Family Apartment Building,Unspecified
1718025466,40.642136,-74.188887,DCWP,General,Refrigerator,1-2 Family Dwelling,BRONX
1672650427,40.736045,-73.897037,NYC311-PRD,Violation Of Park Rules,"Noise, Other Animals (Nr6)",Sidewalk,STATEN ISLAND
1705554846,40.837561,-74.107003,DPR,Litter Basket Complaint,Branch Or Limb Has Fallen Down,Subway,BROOKLYN
1702515772,40.723184,-73.825428,DSNY,Lead,Low Water Pressure - Wlwp,Common Area,QUEENS
1725283745,40.76628,-74.036236,DOHMH,Electric,Drug Store Or Pharmacy,Gutter,MANHATTAN
1727393151,40.68657,-74.097924,HPD,Indoor Sewage,Electrical Wiring Defective/Exposed,Common Area,QUEENS
1711281557,40.875549,-74.168657,OOS,Smoking Or Vaping,Noise: Construction Before/After Hours (Nm1),Comercial,STATEN ISLAND
1680229362,40.758775,-74.209155,DCWP,Dead Animal,Driver Complaint - Passenger,Sidewalk,MANHATTAN
1686423019,40.730754,-73.898651,DOB,Flooring/Stairs,Hydrant Knocked Over/Missing (Wc),3+ Family Mixed Use Building,MANHATTAN
1683594607,40.548428,-74.090614,DOHMH,Rodent,3 Or More,House And Store,QUEENS
1681311220,40.815651,-74.235469,DPR,Root/Sewer/Sidewalk Condition,Sewer Odor (Sa2),Residential Building,BROOKLYN
1712490542,40.531935,-74.054528,HPD,New Tree Request,Opossum,Hallway,QUEENS
1697892807,40.506751,-73.957052,NYPD,General,Signage Missing,Bus Stop Shelter,STATEN ISLAND
1709905340,40.539116,-73.836743,DPR,Street Light Condition,Electronics/Phones,Private School,QUEENS
1697033110,40.586094,-74.007329,DSNY,Noise - Residential,Lamppost Wire Exposed,Store/Commercial,QUEENS
1726654976,40.625764,-73.838871,NYC311-PRD,Sidewalk Condition,Lamppost Damaged,Park/Playground,QUEENS
1680365267,40.602791,-73.810116,HPD,Noise - Street/Sidewalk,Fence - None/Inadequate,House And Store,MANHATTAN
1725742767,40.803565,-73.737012,DEP,Litter Basket Complaint,Equipment,Street/Sidewalk,MANHATTAN
1684701970,40.642358,-74.111964,DPR,Mold,For One Address,Hallway,QUEENS
1715512967,40.566281,-74.172118,DSNY,Encampment,Raccoon,Restaurant/Bar/Deli/Bakery,QUEENS
1697325163,40.661065,-73.801849,OOS,Wood Pile Remaining,Stop,Apartment,STATEN ISLAND
1723280404,40.73637,-73.964468,DOHMH,Illegal Fireworks,Plumbing Work - Illegal/No Permit/Standpipe/Sprinkler,Subway,Unspecified
1708644809,40.856304,-74.128482,NYPD,Dead Animal,Snow Or Ice,3+ Family Apt. Building,Unspecified
1724825118,40.511957,-74.217145,HPD,Abandoned Vehicle,Hydrant Running Full (Wa4),Lobby,MANHATTAN
1722172095,40.54759,-74.123437,DOHMH,Non-Emergency Police Matter,License Plate Obscured,Lobby,BRONX
1694193131,40.80633,-74.213064,DOB,Encampment,Home Improvement Contractor,Commercial Building,MANHATTAN
1699979932,40.552788,-73.888261,TLC,Mobile Food Vendor,Cable,Business,BROOKLYN
1713490151,40.598403,-73.734245,DCWP,Traffic Signal Condition,Window/Frame,Residential,MANHATTAN
1688436919,40.584915,-73.767495,DOB,Street Condition,Lights From Parking Lot Shining On Building,UNKNOWN,QUEENS
1693605846,40.891735,-73.798363,NYC311-PRD,Noise - Vehicle,Air: Other Air Problem (Use Comments) (Azz),Street/Sidewalk,QUEENS
1726944455,40.565701,-74.147753,NYPD,Bus Stop Shelter Complaint,Snow Or Ice,Public/Unfenced Area,BRONX
1707804658,40.705836,-73.981162,NYC311-PRD,General Construction/Plumbing,Street Light Dayburning,School,STATEN ISLAND
1716280063,40.861017,-74.169535,NYPD,Unleashed Dog,Pedestrian Feature,Common Area,QUEENS
1729721888,40.894569,-74.113847,HPD,Mobile Food Vendor,Outlet/Switch,Gutter,STATEN ISLAND
1715581162,40.841441,-73.851396,TLC,Litter Basket Complaint,Mattress Or Box Spring Uncovered,Residential,BRONX
1710748839,40.709798,-73.936839,DPR,Noise - Commercial,Illegal Use Of A Hydrant (Cin),OTHER,BRONX
1725629843,40.869367,-74.219613,NYC311-PRD,Food Establishment,For One Address,Park/Playground,Unspecified
1675660992,40.68635,-74.172727,DOT,Curb Condition,St Name - Attached To Pole,3+ Family Apartment Building,Unspecified
1678031319,40.507231,-74.007206,DOB,Special Projects Inspection Team (Spit),Defacement,Club/Bar/Restaurant,QUEENS
1696419313,40.562041,-73.965763,DOHMH,Food Establishment,Mattress Or Box Spring Uncovered,Hallway,BRONX
1694867349,40.760884,-73.881109,NYPD,Heat/Hot Water,Noise: Air Condition/Ventilation Equipment (Nv1),Sidewalk,BRONX
1677091648,40.692701,-74.074282,HPD,Non-Emergency Police Matter,Work Without A Permit - Occupied Multiple Dwelling,Residential Building/House,BROOKLYN
1691202832,40.83665,-74.076348,DEP,Street Condition,Smoke Detector,Street/Curbside,QUEENS
1717552143,40.514406,-73.971689,DSNY,Food Poisoning,Adjacent Buildings Not Protected,Sidewalk,MANHATTAN
1720319975,40.632478,-74.139735,DSNY,Urinating In Public,3 Or More,Park/Playground,BROOKLYN
1722320774,40.664591,-73.909777,DPR,Commercial Disposal Complaint,Noise: Manufacturing Noise (Nk1),Store/Commercial,BROOKLYN
1730962618,40.76007,-74.045973,OOS,Maintenance Or Facility,Waste Left In Front Of Other Residence,3+ Family Apartment Building,MANHATTAN
1678056907,40.834952,-73.78137,DOT,Panhandling,Noise,Residential Building/House,BROOKLYN
1676899589,40.827382,-73.955899,DOHMH,Illegal Posting,Roofing,Hallway,STATEN ISLAND
1702741634,40.828183,-73.794631,DHS,Mold,Rat Or Mouse,OTHER,BROOKLYN
1702734469,40.739048,-73.802178,OOS,Consumer Complaint,Cat,Lobby,Unspecified
1711036438,40.571673,-74.203541,DPR,Broken Parking Meter,Pedestrian Signal,Hallway,BRONX
1730987335,40.872273,-73.871331,HPD,Animal-Abuse,Recycling - Paper/Metal/Glass/Rigid Plastic,Park/Playground,STATEN ISLAND
1687027992,40.514002,-73.942403,NYC311-PRD,Noise - Commercial,Door,Residential Building,STATEN ISLAND
1734884261,40.551921,-74.006325,DOB,Noise - Street/Sidewalk,New Basket,Residential Building,MANHATTAN
1717291246,40.673781,-73.736131,DPR,Mold,Loud Talking,Park,STATEN ISLAND
1696421597,40.688539,-74.116067,OOS,Unsanitary Animal Pvt Property,Illegal. Commercial Use In Resident Zone,Lobby,BRONX
1726966695,40.501262,-73.731107,OOS,Rodent,Trash And Bulky Trash,Residential Building/House,QUEENS
1732960805,40.776755,-74.055415,DCWP,Food Establishment,Bare Hands In Contact W/ Food,Commercial Building,MANHATTAN
1718750012,40.846534,-73.838182,NYC311-PRD,Plumbing,Wall/Retaining Wall - Bulging/Cracked,Stairwell,STATEN ISLAND
1676890597,40.510832,-73.952681,DOHMH,Urinating In Public,Illegal Use Of A Hydrant (Cin),Store/Commercial,QUEENS
1682699325,40.588717,-73.983563,DOE,Street Sweeping Complaint,Led Pedestrian Unit,School,Unspecified
1682547000,40.519515,-74.238296,DOE,Building/Use,"Air: Odor/Fumes, Restaurant (Ad2)",Lobby,BRONX
1697369317,40.524892,-73.993197,OOS,Food Poisoning,Sign/Awning/Marquee - Illegal/No Permit,Hallway,BRONX
1699799912,40.65917,-73.962352,DEP,Lead,Wiring,Bus Stop Shelter,BRONX
1695586088,40.766789,-73.903672,DOT,Blocked Driveway,Electronics/Phones,Lobby,BRONX
1719835988,40.615707,-73.885039,DOHMH,Appliance,Base Door,3+ Family Apt. Building,MANHATTAN
1695078662,40.731838,-74.231346,NYC311-PRD,Non-Emergency Police Matter,Site Setup Condition,Business,BROOKLYN
1714572318,40.700574,-74.026624,HPD,Real Time Enforcement,Trespassing,3+ Family Apt. Building,Unspecified
1698347658,40.630271,-73.815702,HPD,Dumpster Complaint,Inadequate Sweeping,Residential Building,Unspecified
1695922156,40.810423,-73.781235,NYC311-PRD,Violation Of Park Rules,Poster Or Sign,3+ Family Apt. Building,Unspecified
1687666430,40.831174,-74.033442,DSNY,Door/Window,No Lighting,Lobby,QUEENS
1681951465,40.865748,-74.082579,DOHMH,Traffic,Power Outage,Building (Non-Residential),QUEENS
1675124937,40.720071,-74.128488,DOHMH,Bike Rack,Window/Frame,Lobby,Unspecified
1717370060,40.577271,-74.100319,NYC311-PRD,Unleashed Dog,Stairs,Yard,Unspecified
1699860600,40.668579,-74.113718,HPD,Animal-Abuse,Work Without A Permit - Occupied Multiple Dwelling,3+ Family Apt. Building,Unspecified
1674889034,40.609137,-74.133555,NYPD,Non-Emergency Police Matter,"Air: Odor/Fumes, Vehicle Idling (Ad3)",House Of Worship,Unspecified
1731134130,40.878923,-73.947425,OOS,Noise - Vehicle,Wall/Retaining Wall - Bulging/Cracked,Residential,QUEENS
1714959742,40.569601,-74.076102,DOE,Abandoned Vehicle,Trunk Damaged,Street/Sidewalk,QUEENS
1679896916,40.810271,-74.221989,HPD,Noise - Commercial,One Way,Curb,BRONX
1705957092,40.846347,-73.726175,DSNY,Building/Use,New Bus Stop Shelter Placement,Residential,STATEN ISLAND
1733687421,40.735599,-74.127417,DCWP,Drug Activity,Street Cleaning - Asp,Street,MANHATTAN
1698032304,40.75315,-73.87635,DSNY,Boilers,License Plate Obscured,3+ Family Mixed Use Building,BRONX
1698119166,40.606001,-74.10639,DOT,Illegal Posting,Cone,Park/Playground,QUEENS
1688093905,40.546915,-73.773655,DOB,Investigations And Discipline (Iad),Car/Truck Music,Business,QUEENS
1699556137,40.749272,-74.001164,DHS,Traffic,Cooking Gas,Subway,MANHATTAN
1734818262,40.709232,-73.839917,HPD,For Hire Vehicle Complaint,Plate Condition - Noisy,House Of Worship,MANHATTAN
1675040602,40.733257,-73.903021,NYC311-PRD,Noise - Commercial,Sticker Or Decal,Residential Building/House,BRONX
1703838526,40.879572,-73.891384,DEP,Taxi Complaint,Injured Wildlife,Sidewalk,BRONX
1735150807,40.678207,-73.758407,DHS,Illegal Parking,Broken Curb,House And Store,MANHATTAN
1702600368,40.536777,-74.020434,DCWP,Water System,Food Contaminated,House And Store,BRONX
1697378075,40.577849,-74.10632,DOHMH,Sidewalk Condition,Tortured,Stairwell,Unspecified
1715020536,40.560242,-73.753391,DOT,Street Sign - Dangling,Snow Removal Requested,Lobby,Unspecified
1697319788,40.60792,-73.887077,TLC,Outdoor Dining,Catch Basin Clogged/Flooding (Use Comments) (Sc),Gutter,Unspecified
1727430907,40.694421,-74.225505,HPD,Noise - Commercial,Planted Less Than 2 Years Ago,Residential Building,BROOKLYN
1673952982,40.753235,-73.804179,OOS,Dead/Dying Tree,OTHER,Hallway,STATEN ISLAND
1698867749,40.890981,-73.845232,DOE,Day Care,Pedestrian Feature,Residential,BRONX
1719863202,40.836692,-74.095275,NYC311-PRD,Bus Stop Shelter Complaint,Hydrant Defective (Wc2),Residential Building,MANHATTAN
1729246660,40.820418,-74.101357,OOS,Damaged Tree,Noise: Jack Hammering (Nc2),Bus Stop Shelter,BROOKLYN
1696191907,40.580338,-74.164793,DOHMH,Hazardous Materials,Mattress Or Box Spring Uncovered,Apartment,STATEN ISLAND
1685800318,40.560219,-73.730438,NYPD,Consumer Complaint,"Building - Vacant, Open And Unguarded",Curb,STATEN ISLAND
1689717738,40.894319,-73.775301,DOHMH,Heat/Hot Water,"Bodega, Deli, Or Convenience Store",1-2 Family Dwelling,STATEN ISLAND
1717311701,40.64766,-73.738647,TLC,Residential Disposal Complaint,Letter Grading,Club/Bar/Restaurant,QUEENS
1695317121,40.502784,-74.02892,DSNY,Noise - Commercial,Street Light Lamp Missing,3+ Family Mixed Use Building,STATEN ISLAND
1733265119,40.615026,-73.767752,DHS,Snow Or Ice,After Hours Work - Illegal,Residential Building/House,BROOKLYN
1704144928,40.530165,-74.03479,DOB,For Hire Vehicle Complaint,Asbestos Complaint (B1),Commercial Building,Unspecified
1714042827,40.588994,-73.958776,DEP,Street Sign - Damaged,Failure To Maintain,Club/Bar/Restaurant,QUEENS
1704081122,40.56651,-74.113898,DHS,Indoor Sewage,Chained To Public Property,Residential Building/House,QUEENS
1734013537,40.80282,-74.008569,DOT,Plumbing,Inappropriate Behavior,Stairwell,STATEN ISLAND
1730257387,40.551921,-73.900993,DOE,Taxi Complaint,Mattress Or Box Spring Uncovered,Street,QUEENS
1715509961,40.796681,-73.83609,HPD,Sidewalk Condition,Condition Attracting Rodents,Street/Sidewalk,MANHATTAN
1690567010,40.754981,-74.143365,DEP,Derelict Vehicles,"Noise, Barking Dog (Nr5)",Sidewalk,MANHATTAN
1715311387,40.871627,-74.163659,TLC,Water Conservation,Vehicle Signal,Public/Unfenced Area,QUEENS
1706414592,40.609466,-73.801759,DCWP,Sidewalk Condition,Inadequate Or No Heat,Gutter,QUEENS
1716111927,40.677531,-74.008473,DSNY,Dirty Condition,Window/Frame,Commercial Building,BRONX
1685393141,40.53177,-74.182107,NYPD,Street Condition,Door Frame,Building (Non-Residential),QUEENS
1702760571,40.750687,-74.062151,DOE,Appliance,Door/Frame,Street/Curbside,Unspecified
1708386118,40.593075,-74.140162,NYC311-PRD,General,Traffic Signal Light,Building (Non-Residential),STATEN ISLAND
1673604431,40.544268,-74.028452,DSNY,Vendor Enforcement,After Hours - Licensed Est,Comercial,BROOKLYN
1700961393,40.556772,-74.217923,DEP,Paint/Plaster,Dumpster - Construction Waste,Stairwell,STATEN ISLAND
1728689058,40.791112,-73.747053,NYC311-PRD,Illegal Dumping,Dirty Water (We),Alley,BRONX
1696279660,40.615933,-73.763087,DOB,Obstruction,Pet/Animal,Street,BRONX
1696673459,40.703569,-74.10695,DEP,General,Sign/Awning/Marquee - Illegal/No Permit,Apartment,BRONX
1717763799,40.658584,-74.015531,DSNY,Investigations And Discipline (Iad),Defacement,Hallway,Unspecified
1698054322,40.648351,-74.090663,DCWP,Commercial Disposal Complaint,No Shelter,Commercial Building,BROOKLYN
1693415982,40.862386,-73.978049,NYC311-PRD,Panhandling,Chemical Vapors/Gases/Odors,Club/Bar/Restaurant,MANHATTAN
1679579889,40.768098,-73.947356,NYPD,Commercial Disposal Complaint,Noise: Alarms (Nr3),Building (Non-Residential),BROOKLYN
1695188429,40.518107,-74.021304,DEP,Best/Site Safety,Refrigerator,Lobby,BRONX
1677742524,40.635693,-73.985963,HPD,Outside Building,Police Report Not Requested,3+ Family Apartment Building,QUEENS
1681672527,40.797821,-73.763649,DEP,Animal-Abuse,Sewer Odor (Sa2),UNKNOWN,QUEENS
1715671158,40.648604,-73.773008,DOT,Noise - Residential,New Basket,Residential,MANHATTAN
1675878979,40.91186,-74.132067,DSNY,Blocked Driveway,Window/Frame,Public/Unfenced Area,STATEN ISLAND
1734959689,40.84,-73.736929,DEP,Food Establishment,Base Door,Residential Building/House,BROOKLYN
1704160448,40.913968,-74.220346,NYC311-PRD,Maintenance Or Facility,Broken Curb,House Of Worship,BROOKLYN
1711375968,40.507514,-73.909484,HPD,Consumer Complaint,Allowed In Smoke Free Area,3+ Family Mixed Use Building,MANHATTAN
1729291021,40.831999,-73.884271,DHS,Illegal Tree Damage,Bare Hands In Contact W/ Food,School,BRONX
1714994980,40.574454,-73.891416,DOE,Noise,Gas Hook-Up/Piping - Illegal Or Defective,Stairwell,MANHATTAN
1732464837,40.774376,-73.906964,NYPD,Noise - Street/Sidewalk,Refrigerator,UNKNOWN,BROOKLYN
1676784506,40.597035,-73.995985,DSNY,Bus Stop Shelter Complaint,Inadequate Or No Heat,Commercial Building,BROOKLYN
1712549719,40.829561,-74.136033,DHS,Outdoor Dining,Out Of Order,Commercial Building,MANHATTAN
1689723848,40.515613,-74.086807,NYC311-PRD,Wood Pile Remaining,Tree Leaning/Uprooted,Hallway,STATEN ISLAND
1718447309,40.899305,-73.758895,DPR,Traffic,Lights From Parking Lot Shining On Building,Lobby,BROOKLYN
1715558190,40.535833,-73.954647,OOS,For Hire Vehicle Complaint,Led Pedestrian Unit,Taxi,MANHATTAN
1703051638,40.729353,-74.218413,TLC,Residential Disposal Complaint,Sidewalk Violation,Commercial Building,Unspecified
1690641504,40.816479,-74.130823,DOT,Paint/Plaster,Rat Sighting,Hallway,QUEENS
1729073030,40.647162,-73.712062,NYC311-PRD,Illegal Dumping,Supermarket Or Grocery Store,3+ Family Apartment Building,MANHATTAN
1728355536,40.885608,-73.950715,DSNY,Noise,Led Pedestrian Unit,3+ Family Apt. Building,BRONX
1731236140,40.811507,-73.838778,DCWP,Plumbing,Signage Missing,3+ Family Mixed Use Building,Unspecified
1685184793,40.548539,-73.815751,DEP,Residential Disposal Complaint,Branch Cracked And Will Fall,Gutter,MANHATTAN
1711979699,40.796778,-74.248699,DOB,Dirty Condition,Engine Idling,Bus Stop Shelter,MANHATTAN
1717735584,40.676659,-74.018712,DCWP,Building/Use,Bbq Outside Authorized Area,Apartment,MANHATTAN
1699775633,40.513018,-73.762339,NYC311-PRD,Derelict Vehicles,Door/Frame,Mobile Food Vendor,BROOKLYN
1673027992,40.856667,-74.010872,DHS,Urinating In Public,Manhole Overflow (Use Comments) (Sa1),3+ Family Mixed Use Building,Unspecified
1710603073,40.586968,-73.705669,NYPD,Encampment,Chemical Spill/Release (Ha1),Private School,QUEENS
1728778328,40.893489,-74.122893,DOT,Boilers,Grass/Weeds,3+ Family Mixed Use Building,STATEN ISLAND
1683029157,40.579927,-74.245709,DPR,Bike/Roller/Skate Chronic,Unauthorized Bus Layover,Residential Building/House,BRONX
1712953126,40.833459,-74.087693,DPR,Street Sign - Dangling,Failure To Retain Water/Improper Drainage- (Ll103/89),3+ Family Apt. Building,MANHATTAN
1723713653,40.546256,-73.883767,HPD,Illegal Dumping,Apartment Only,Street/Curbside,BRONX
1712681424,40.876315,-74.243612,TLC,Water Conservation,Window Frame,OTHER,QUEENS
1724313838,40.68521,-73.805273,NYC311-PRD,Homeless Person Assistance,Cons - Contrary/Beyond Approved Plans/Permits,Residential,BROOKLYN
1697030620,40.751202,-74.202134,OOS,Litter Basket Complaint,Entire Building,Park/Playground,BROOKLYN
1690248017,40.545959,-73.891312,DCWP,Consumer Complaint,Unlicensed Vendors,Commercial Building,STATEN ISLAND
1725121135,40.81798,-73.986585,DEP,Asbestos,New Bus Stop Shelter Placement,Residential,MANHATTAN
1722376924,40.677841,-74.157308,HPD,Damaged Tree,Dirt Or Gravel,Park/Playground,QUEENS
1702097258,40.686394,-74.205366,DOE,Outside Building,Basin/Sink,Park/Playground,QUEENS
1678283658,40.709318,-74.144596,DHS,Street Condition,Plumbing-Defective/Leaking/Not Maintained,UNKNOWN,STATEN ISLAND
1729393094,40.851092,-73.868246,NYC311-PRD,Traffic,Lamppost Knocked Down,Comercial,QUEENS
1680737975,40.632682,-73.994476,DSNY,Real Time Enforcement,Unlicensed Vendors,Store/Commercial,STATEN ISLAND
1726720384,40.799965,-74.029426,NYPD,Non-Emergency Police Matter,Failure To Maintain,Building (Non-Residential),QUEENS
1679655344,40.633244,-73.723595,DEP,Bike Rack,Floor,Comercial,Unspecified
1690205164,40.548724,-74.088981,OOS,Noise - Commercial,Hydrant Defective (Wc2),Park/Playground,MANHATTAN
1700497945,40.684632,-74.2091,NYC311-PRD,Dirty Condition,OTHER,Alley,Unspecified
1704087881,40.876195,-73.763371,DOE,Blocked Driveway,Sidewalk Violation,1-2 Family Dwelling,Unspecified
1700054912,40.668961,-74.073353,DOHMH,Safety,Bike Signal,Street,MANHATTAN
1704465234,40.810916,-74.247297,DOE,Abandoned Bike,Ceiling,Apartment,QUEENS
1699615344,40.870832,-74.200866,DCWP,Illegal Posting,Car Wash,Curb,Unspecified
1731392810,40.515444,-74.193059,DHS,Lost Property,Drag Racing,Street,BROOKLYN
1730067221,40.537999,-73.726199,NYC311-PRD,Water Conservation,Suspicious Activity,Apartment,QUEENS
1683443175,40.512438,-74.115585,DOHMH,Mobile Food Vendor,Site Setup Condition,Private School,MANHATTAN
1728825481,40.677194,-74.243282,DEP,Obstruction,Blocked Crosswalk,Mobile Food Vendor,MANHATTAN
1729980149,40.55455,-74.030654,DCWP,Special Projects Inspection Team (Spit),Noise: Private Carting Noise (Nq1),Street/Curbside,BROOKLYN
1729712558,40.622181,-74.182365,TLC,Encampment,Door Frame,House Of Worship,Unspecified
1684127352,40.627242,-73.886564,TLC,Bike Rack,Ceiling,House And Store,QUEENS
1693829664,40.868613,-73.887617,DOT,Commercial Disposal Complaint,Food Worker Activity,Store/Commercial,BROOKLYN
1681067295,40.596106,-73.786373,NYC311-PRD,Lead,Heating Problem,Business,Unspecified
1677467404,40.83457,-74.017499,DSNY,Elevator,No Access,3+ Family Mixed Use Building,BROOKLYN
